,Nom,Mouvement,summary,sum_lem,mvm_label
142,Samuel Taylor Coleridge,romantique,"Samuel Taylor Coleridge, né à Ottery St Mary, Devon le 21 octobre 1772, mort à Highgate dans la banlieue de Londres le 25 juillet 1834, est un poète et critique britannique.",Samuel Taylor Coleridge naître Ottery St Mary Devon 21 octobre 1772 mort Highgate banlieue londre 25 juillet 1834 poète critique britannique,6
143,Charles Deslys,romantique,"Charles Deslys, né le 1er mars 1821 à Paris et décédé le 13 mars 1885  dans la même ville, est un écrivain français.",Charles Deslys naître premier mars 1821 Paris décédé 13 mars 1885 ville écrivain français,6
144,Alexandre Dumas,romantique,"Alexandre Dumas (dit aussi Alexandre Dumas père) est un écrivain français né le 24 juillet 1802 à Villers-Cotterêts (Aisne) et mort le 5 décembre 1870 au hameau de Puys, ancienne commune de Neuville-lès-Dieppe, aujourd'hui intégrée à Dieppe (Seine-Maritime).
Il est le fils de Marie-Louise Labouret (1769-1838) et Thomas Alexandre Davy de La Pailleterie (1762-1806) (né à Saint-Domingue, actuelle Haïti) dit le général Dumas, et le père des écrivains Henry Bauër et Alexandre Dumas (1824-1895) dit « Dumas fils », auteur de La Dame aux camélias.
Proche des romantiques et tourné vers le théâtre, Alexandre Dumas écrit d'abord un vaudeville à succès et des drames historiques comme Henri III et sa cour (1829), La Tour de Nesle (1832), Kean (1836). Auteur prolifique, il s'oriente ensuite vers le roman historique tel que la trilogie Les Trois Mousquetaires (1844), Vingt Ans après (1845) et Le Vicomte de Bragelonne (1847), ou encore Le Comte de Monte-Cristo (1844-1846), La Reine Margot (1845) et La Dame de Monsoreau (1846).
La paternité de certaines de ses œuvres lui est contestée. Dumas fut ainsi soupçonné par plusieurs critiques de son époque d'avoir eu recours à des prête-plume, notamment Auguste Maquet. Toutefois les recherches contemporaines ont montré que Dumas avait mis en place une coopération avec ce dernier : Dumas s'occupait de choisir le thème général et modifiait les ébauches de Maquet pour les rendre plus dynamiques. On ne peut donc lui nier la paternité de son œuvre, même s'il n'aurait peut-être pas pu réaliser tous ses chefs-d'œuvre des années 1844-1850 sans la présence à ses côtés d'un collaborateur à tout faire efficace et discret.
L'œuvre d'Alexandre Dumas est universelle ; selon l’Index Translationum, avec un total de 2 540 traductions, il vient au treizième rang des auteurs les plus traduits en langue étrangère.",Alexandre Dumas dire aussi Alexandre Dumas pèr écrivain français naître 24 juillet 1802 aisne mourir 5 décembre 1870 hameau Puys ancien commune intégrer Dieppe Seine maritime il fils Labouret 1769 1838 Thomas Alexandre Davy le pailleterie 1762 1806 naître actuel Haïti dire général Dumas père écrivain Henry Bauër Alexandre Dumas 1824 1895 dire Dumas fil auteur le dame camélia proche romantique tourner vers théâtre Alexandre Dumas écrire abord vaudevill succès drame historiquer comme Henri iii cour 1829 le tour Nesle 1832 Kean 1836 auteur prolifique oriente ensuite vers roman historique tel trilogie le Trois mousquetaire 1844 Vingt an après 1845 le Vicomte Bragelonne 1847 encore le comte Monte Cristo 1844 1846 le reine Margot 1845 le Dame monsoreau 1846 le paternité certains œuvre contester Dumas ainsi soupçonner plusieurs critique époque avoir recours prête plume notamment Auguste Maquet toutefois recherche contemporain montrer Dumas mettre place coopération dernier Dumas occuper choisir thème général modifier ébauche Maquet rendre plus dynamique on pouvoir donc nier paternité œuvre pouvoir réaliser tout chef œuvre année 1844 1850 sans présence côté collaborateur tout faire efficace discret œuvre Alexandre Dumas universel selon Index Translationum total 2 540 traduction venir treizième rang auteur plus traduire langue étranger,6
145,Agustín Durán,romantique,"Agustín Francisco Gato Durán y de Vicente Yáñez, né à Madrid le 14 octobre 1789 et mort le 1er décembre 1862, est un écrivain et érudit espagnol du romantisme, connu pour ses travaux d'anthologie du Romancero médiéval. Il est l'oncle du poète Antonio Machado.",Agustín Francisco Gato Durán Vicente Yáñez naître Madrid 14 octobre 1789 mort premier décembre 1862 écrivain érudit espagnol romantisme connaître travail anthologie romancero médiéval il oncle poète Antonio Machado,6
146,Joseph von Eichendorff,romantique,"Le baron Joseph Karl Benedikt Freiherr von Eichendorff (10 mars 1788 - 26 novembre 1857) est un poète et romancier allemand. Il figure parmi les plus grands noms de la poésie de langue allemande, aux côtés notamment de Johann Wolfgang von Goethe.",le baron Joseph Karl Benedikt Freiherr von Eichendorff 10 mars 1788 26 novembre 1857 poète romancier allemand il figure parmi plus grand nom poésie langue allemand côté notamment Johann Wolfgang von Goethe,6
147,Alphonse Esquiros,romantique,"Alphonse François Henry Esquiros, né le 23 mai 1812 dans l'ancien 8e arrondissement de Paris et mort le 12 mai 1876 à Versailles, est un auteur romantique et un homme politique français. Plusieurs fois député, il est élu sénateur le 30 janvier 1876 et meurt lors de son mandat.",alphonse François Henry Esquiros naître 23 mai 1812 ancien huitième arrondissement Paris mort 12 mai 1876 Versailles auteur romantique homme politique français plusieurs fois député élire sénateur 30 janvier 1876 meurt lors mandat,6
148,Xavier Forneret,romantique,"Xavier Forneret, surnommé « l'Homme noir, blanc de visage », né à Beaune (Côte-d'Or) le 16 août 1809 et mort dans la même ville le 7 juillet 1884, est un écrivain, dramaturge et poète français.
Riche propriétaire de vignobles en Côte-de-beaune, dans les domaines de Pernand et Savigny notamment, Xavier Forneret a dilapidé le patrimoine familial en menant une existence de marginal excentrique. Sa fortune lui permet de publier lui-même ses ouvrages à compte d'auteur et de faire représenter son théâtre à ses frais, sans jamais rencontrer le succès. De son vivant, Charles Monselet lui consacre un article dans Le Figaro, qui fonde sa légende comme « l'Inconnu du romantisme ».
Représentant une tendance frénétique du romantisme français, Xavier Forneret est associé par les critiques littéraires aux petits romantiques, « expression trop étroite », selon Jean-Luc Steinmetz, « pour contenir tant de personnalités disparates, qu’aucune minoration ne parvient à réduire à merci ». Selon François Dominique, sa personnalité originale « se rattache à cette tradition d'isolés qui forment en fait un ensemble remarquable : Alphonse Rabbe, Philothée O'Neddy, Pétrus Borel, Philarète Chasles, Alphonse Esquiros, Lacenaire et Charles Lassailly ».
Son œuvre a été tirée de l'oubli par les surréalistes, qui le rapprochent de Lautréamont et de Raymond Roussel. Il est considéré par André Breton comme un précurseur de l'écriture automatique et un maître de l'humour noir. Le Prix de l'Humour noir en littérature a été nommé en son honneur, depuis sa création par Tristan Maya en 1954.",Xavier Forneret surnommer homme noir blanc visage naître Beaune 16 août 1809 mort ville 7 juillet 1884 écrivain dramaturge poète français riche propriétaire vignoble domaine Pernand Savigny notamment Xavier Forneret avoir dilapider patrimoine familial mener existence marginal excentrique son fortune permettre publier ouvrage compte auteur faire représenter théâtre frais sans jamais rencontrer succès de vivant Charles Monselet consacre article le Figaro fondre légende comme Inconnu romantisme représentant tendance frénétique romantisme français Xavier Forneret associer critique littéraire petit romantique expression trop étroite selon Steinmetz contenir tant personnalité disparate aucun minoration parvenir réduire merci selon François Dominique personnalité original rattache ce tradition isolé former fait ensemble remarquable alphonse Rabbe philothée Neddy Pétrus Borel Philarète Chasles Alphonse Esquiros Lacenaire Charles Lassailly son œuvre avoir tirer oubli surréaliste rapprochent Lautréamont Raymond Roussel il considérer André Breton comme précurseur écriture automatique maître humour noir le prix Humour noir littérature avoir nommer honneur depuis création tristan Maya 1954,6
149,Eugène Fromentin,romantique,"Eugène Samuel Auguste Fromentin né le 24 octobre 1820 à La Rochelle (Charente-Maritime), où il est mort le 27 août 1876, est un peintre et un écrivain français.
Il est un des représentants majeurs de la peinture orientaliste.",Eugène Samuel Auguste Fromentin naître 24 octobre 1820 le Rochelle charente maritime où mourir 27 août 1876 peintre écrivain français il représentant majeur peinture orientaliste,6
150,Georgiana Fullerton,romantique,"Lady Georgiana Fullerton (Tixall Hall, 23 septembre 1812 – Bornemouth, 19 janvier 1885) est une écrivain romantique catholique anglaise, née comtesse Granville.",Lady Georgiana Fullerton tixall Hall 23 septembre 1812 Bornemouth 19 janvier 1885 écrivain romantique catholique anglais naître comtesse Granville,6
151,Stefan Florian Garczyński,romantique,"Stefan Florian Garczyński, né le 13 octobre 1805 à Kosmów et mort le 20 septembre 1833 à Avignon, est un poète et écrivain romantique polonais.",Stefan Florian Garczyński naître 13 octobre 1805 Kosmów mourir 20 septembre 1833 Avignon poète écrivain romantique polonais,6
152,Théophile Gautier,romantique,"Jules Pierre Théophile Gautier, né à Tarbes le 30 août 1811 et mort à Neuilly-sur-Seine le 23 octobre 1872, est un poète, romancier et critique d'art français.
Il rencontre le futur Nerval au collège Charlemagne, puis Victor Hugo, en 1829, qu'il reconnaît pour son maître. Il participe activement au mouvement romantique et prend parti dans la bataille d'Hernani, le 25 février 1830, période qu'il évoquera avec humour dans Les Jeunes-France (1833).
Ses premières poésies, publiées en 1831-1832, passent inaperçues mais il se distingue de ses amis romantiques par ses préoccupations formalistes fustigeant les visions moralistes ou utilitaires de la littérature dans la célèbre préface à son roman épistolaire Mademoiselle de Maupin (1835). Il écrit aussi ses premières nouvelles comme La Cafetière (1831), dans une veine fantastique qu'il approfondira dans d'autres œuvres (Avatar en 1856, Le Roman de la momie en 1858).
En 1836, à la demande de Balzac, il donne des nouvelles et des critiques d'art au journal La Chronique de Paris. Il collabore ensuite intensément à d'autres journaux, en particulier La Presse d'Émile de Girardin : certains de ces textes seront regroupés plus tard en volumes (Les Grotesques, Souvenirs littéraires…). Il publie aussi des poèmes (La Comédie de la Mort, 1838) et s'essaie au théâtre (Une larme du diable, 1839). Entre mai et octobre 1840, il accomplit avec le photographe Eugène Piot, un grand voyage au-delà des Pyrénées. Il envoie ses impressions au journal La Presse. Gautier rapporte un carnet d'impressions (Voyage en Espagne) et de nouveaux poèmes (España, 1845). En 1846, il retourne en Espagne, invité par Louis-Philippe pour le mariage du Duc de Montpensier avec l'Infante. La nouvelle romantique Militona voit le jour en 1847. Elle se déroule à Madrid. D'autres voyages en Algérie, en Italie, en Grèce, en Égypte, nourriront aussi diverses publications.
En 1852, paraît Émaux et Camées, recueil de vers qu'il enrichit jusqu'en 1872 et qui fait de son auteur un chef d'école : Baudelaire dédie ses Fleurs du mal au « poète impeccable » et Théodore de Banville salue le défenseur de « l'art pour l'art », précurseur des Parnassiens à la recherche du beau contre les épanchements lyriques des romantiques et valorisant le travail de la forme (« Sculpte, lime, cisèle » écrit Gautier dans son poème L’Art, dernière pièce de Émaux et Camées, édition de 1872).
En 1855, Gautier quitte la Rédaction du journal La Presse et entre au Moniteur Universel. Critique d'art et de spectacles, l'auteur fournit chaque mois de nombreux articles sur la peinture et la vie culturelle, ainsi que ses œuvres en avant-première. L’égyptologie est à la mode depuis que Champollion a découvert les secrets de l'écriture hiéroglyphique. Théophile Gautier passionne ses lecteurs, dès le 11 mars 1857, avec Le Roman de la Momie, une histoire d'amour qui se déroule au temps des pharaons. Paru en 1848 dans La Presse sous le titre Les Deux Étoiles, un roman où des aventuriers anglais tentent de délivrer Napoléon Ier de l'île de Sainte-Hélène est publié à partir du 24 juin 1865 dans L’Univers Illustré. Il s’intitulera alors La Belle Jenny.
Il continue à publier des articles ou des poèmes, mais aussi une biographie d'Honoré de Balzac ou des œuvres de fiction comme son roman de cape et d'épée Le Capitaine Fracasse (1863). Il est nommé bibliothécaire de la princesse Mathilde et fréquente les salons littéraires du Second Empire mais aussi le milieu de l'art, s’intéressant aux musiciens (il écrit sur Berlioz, Gounod, Wagner… et élabore le livret du ballet Giselle) comme aux peintres (Eugène Delacroix, Édouard Manet, Gustave Doré, Théodore Chassériau…).
Il meurt en 1872 laissant l'image d'un témoin de la vie littéraire et artistique de son temps dont les conceptions artistiques ont compté et dont l'œuvre diverse est toujours reconnue.",Jules Pierre Théophile Gautier naître Tarbes 30 août 1811 mort 23 octobre 1872 poète romancier critique art français il rencontre futur nerval collège Charlemagne puis Victor Hugo 1829 reconnaître maître il participe activemer mouvement romantique prendre partir bataille Hernani 25 février 1830 période évoquer humour le jeune France 1833 son premier poésie publier 1831 1832 passent inaperçu distingue ami romantiquer préoccupation formaliste fustiger vision moraliste utilitaire littérature célèbre préface roman épistolaire Mademoiselle Maupin 1835 il écrire aussi premier nouveau comme le cafetière 1831 veine fantastique approfondir autre œuvre avatar 1856 le roman momie 1858 en 1836 demande Balzac donne nouveau critique art journal le chronique Paris il collabore ensuite intensément autre journal particulier le presse Émile Girardin certains texte regrouper plus tard volume le grotesque souvenir littéraire il publier aussi poème le comédie mort 1838 essayer théâtre un larme diable 1839 entre mai octobre 1840 accomplir photographe eugène Piot grand voyage pyrénée il envoyer impression journal le Presse Gautier rapporte carnet impression voyage Espagne nouveau poème España 1845 en 1846 retourne Espagne inviter mariage duc Montpensier infant le nouveau romantique militona voir jour 1847 lui déroule Madrid autre voyage Algérie Italie Grèce Égypte nourriront aussi divers publication en 1852 paraître émail camé recueil vers enrichir 1872 faire auteur chef école baudelaire dédier fleur mal poète impeccable Théodore Banville salue défenseur art art précurseur Parnassiens recherche beau contre épanchement lyrique romantique valoriser travail forme Sculpte lim cisèle écrire gautier poème Art dernier pièce émail camé édition 1872 en 1855 Gautier quitte rédaction journal le Presse entre moniteur Universel critique art spectacle auteur fournir chaque mois nombreux article peinture vie culturel ainsi œuvre égyptologie mode depuis champollion avoir découvrir secret écriture hiéroglyphique Théophile Gautier passionne lecteur dès 11 mars 1857 le roman Momie histoire amour déroule temps pharaon paraître 1848 le presse sous titre le Deux étoile roman où aventurier anglais tenter délivrer Napoléon Ier île publier partir 24 juin 1865 Univers Illustré il intituler alors le Belle jenny il continue publier article poème aussi biographie Honoré balzac œuvre fiction comme roman cape épée le Capitaine Fracasse 1863 il nommer bibliothécaire princesse Mathilde fréquent salon littéraire Second empire aussi milieu art intéressant musicien écrire Berlioz Gounod Wagner élabore livret ballet Giselle comme peintre Eugène Delacroix Édouard Manet Gustave Doré Théodore Chassériau il meurt 1872 laisser image témoin vie littéraire artistique temps dont conception artistique compter dont œuvre divers toujours reconnaître,6
153,Antonio Gil y Zárate,romantique,"Antonio Gil y Zárate, né au palais de l'Escurial en 1793 et mort en 1861 à Madrid, était un dramaturge et pédagogue espagnol.",Antonio Gil Zárate naître palais Escurial 1793 mourir 1861 Madrid dramaturge pédagogue espagnol,6
154,Johann Wolfgang von Goethe,romantique,"Johann Wolfgang von Goethe /ˈjoːhan ˈvɔlfɡaŋ fɔn ˈɡøːtə/ , né le 28 août 1749 à Francfort et mort le 22 mars 1832  à Weimar, est un romancier, dramaturge, poète, scientifique, théoricien de l'art et homme d'État allemand.
L'œuvre littéraire de Goethe comprend aussi bien de la poésie, que du théâtre, de l'épopée, de l'autobiographie, une théorie littéraire ainsi que des écrits scientifiques, Goethe étant passionné entre autres par l'optique, la géologie et la botanique. Enfin, sa correspondance est d'une grande importance littéraire. Son œuvre a été marquée successivement par le Sturm und Drang, le romantisme, puis le classicisme de Weimar, que Goethe incarne avec Schiller, Herder et Wieland.
Son premier roman Les Souffrances du jeune Werther le rendit célèbre en Europe. Napoléon lui a demandé audience lors de l'Entrevue d'Erfurt. Dans l'Empire allemand, il fut élevé au rang de poète national annonciateur d'un « être allemand » et, en tant que tel, assimilé au nationalisme allemand. C'est ainsi qu'a commencé l'admiration non seulement de l'œuvre mais aussi de la personnalité du poète dont le mode de vie a été perçu comme exemplaire. Son Faust est reconnu comme l'une des œuvres les plus importantes de la littérature de langue allemande. Dans sa vieillesse, il est également considéré à l'étranger comme un représentant de l'Allemagne intellectuelle. Aujourd'hui encore, ses poèmes, ses drames et ses romans figurent parmi les chefs-d'œuvre de la littérature mondiale.",Johann Wolfgang von goeth ˈvɔlfɡaŋ fɔn naître 28 août 1749 francfort mort 22 mars 1832 Weimar romancier dramaturge poète scientifique théoricien art homme état allemand œuvre littéraire Goethe comprendre aussi bien poésie théâtre épopée autobiographie théorie littéraire ainsi écrit scientifique Goethe passionner entre autre optique géologie botanique enfin correspondance grand importance littéraire son œuvre avoir marquer successivement sturm und drang romantisme puis classicisme Weimar Goethe incarne Schiller Herder Wieland son premier roman le souffrance jeune Werther rendit célèbre Europe napoléon avoir demander audience lors entrevue Erfurt dans empire allemand élever rang poète national annonciateur être allemand tant tel assimiler nationalisme allemand ainsi avoir commencer admiration non seulement œuvre aussi personnalité poète dont mode vie avoir percevoir comme exemplaire son faust reconnaître comme œuvre plus important littérature langue allemand dans vieillesse également considérer étranger comme représentant Allemagne intellectuel encore poème drame roman figurer parmi chef œuvre littérature mondial,6
155,Frères Grimm,romantique,"Les frères Grimm (en allemand : Brüder Grimm ou Gebrüder Grimm) sont deux linguistes, philologues et collecteurs de contes de langue allemande : Jacob Grimm, né le 4 janvier 1785 à Hanau et mort le 20 septembre 1863 à Berlin, et Wilhelm Grimm, né le 24 février 1786 à Hanau et mort le 16 décembre 1859 à Berlin.",le frère Grimm allemand Brüder Grimm gebrüder Grimm deux linguiste philologue collecteur conte langue allemand Jacob Grimm naître 4 janvier 1785 Hanau mourir 20 septembre 1863 Berlin Wilhelm Grimm naître 24 février 1786 Hanau mort 16 décembre 1859 Berlin,6
156,Jacob Grimm,romantique,"Jacob Ludwig Karl Grimm (né le 4 janvier 1785 à Hanau en landgraviat de Hesse-Cassel et mort le 20 septembre 1863 à Berlin en Prusse) est une importante figure littéraire, conteur, linguiste, philologue allemand, connu pour avoir rassemblé des contes européens avec son frère Wilhelm et contribué à la rédaction du Deutsches Wörterbuch. Son travail lui a valu une reconnaissance de ses pairs en tant que figure importante de la littérature allemande, notamment en appliquant la méthode historique aux travaux littéraires.",Jacob Ludwig Karl Grimm naître 4 janvier 1785 Hanau landgraviat Hesse Cassel mort 20 septembre 1863 Berlin Prusse important figure littéraire conteur linguiste philologue allemand connaître avoir rassembler conte européen frère Wilhelm contribuer rédaction deutsche Wörterbuch son travail avoir valoir reconnaissance pair tant figure important littérature allemand notamment appliquer méthode historique travail littéraire,6
157,Wilhelm Grimm,romantique,"Wilhelm Carl Grimm (né le 24 février 1786 à Hanau en landgraviat de Hesse-Cassel et mort le 16 décembre 1859 à Berlin en Prusse) est un conteur, linguiste, philologue allemand, connu pour avoir rassemblé des contes européens avec son frère Jacob et contribué à la rédaction du Deutsches Wörterbuch.",Wilhelm Carl Grimm naître 24 février 1786 Hanau landgraviat Hesse Cassel mort 16 décembre 1859 Berlin Prusse conteur linguiste philologue allemand connaître avoir rassembler conte européen frère Jacob contribuer rédaction deutsche Wörterbuch,6
158,Heinrich Heine,romantique,"Christian Johann Heinrich Heine [ˈkʁɪsti̯an ˈjoːhan ˈhaɪnʁɪç ˈhaɪnə], né le 13 décembre 1797 à Düsseldorf, dans le Duché de Berg, sous le nom de Harry Heine et mort le 17 février 1856 à Paris (8e arrondissement), sous le nom de Henri Heine, est un écrivain allemand du XIXe siècle.
Heine est considéré comme le « dernier poète du romantisme » et, tout à la fois, comme celui qui en vint à bout. Il éleva le langage courant au rang de langage poétique, la rubrique culturelle et le récit de voyage au rang de genre artistique et conféra à la littérature allemande une élégante légèreté jusqu'alors inconnue. Peu d'œuvres de poètes de langue allemande ont été aussi souvent traduites et mises en musique que les siennes. Journaliste critique et politiquement engagé, essayiste, satiriste et polémiste, Heine fut aussi admiré que redouté. Ses origines juives ainsi que ses choix politiques lui valurent hostilité et ostracisme. Ce rôle de marginal marqua sa vie, ses écrits et l'histoire mouvementée de la réception de son œuvre.",Christian Johann Heinrich Heine ˈjoːhan ˈhaɪnʁɪç ˈhaɪnə naître 13 décembre 1797 Düsseldorf Duché Berg sous nom Harry Heine mort 17 février 1856 Paris huitième arrondissement sous nom Henri Heine écrivain allemand xix siècle heine considérer comme dernier poète romantisme tout fois comme celui venir bout il élever langage courant rang langage poétique rubrique culturel récit voyage rang genre artistique conféra littérature allemand élégant légèreté alors inconnu peu œuvre poète langue allemand aussi souvent traduire mise musique sienne journaliste critique politiquement engager essayiste satiriste polémiste Heine aussi admirer redouté son origine juif ainsi choix politique valurent hostilité ostracisme ce rôle marginal marquer vie écrit histoire mouvementer réception œuvre,6
159,Friedrich Hölderlin,romantique,"Friedrich Hölderlin [ˈfʁiː.dʁɪç ˈhœl.dɐ.lɪn] (1770-1843) est un poète et philosophe de la période classico-romantique en Allemagne, qui s'enracine dans la seconde moitié du XVIIIe siècle et se poursuit au XIXe siècle « romantique ».
Il est une figure majeure de cette époque de la littérature allemande qu'une certaine tradition culturelle fait rayonner autour du nom et de la figure emblématique de Goethe, époque littéraire dite de la Goethezeit . Toutefois, la « Grèce de Hölderlin » est originale et diffère du modèle grec classique auquel retournent Goethe et Schiller  à Weimar, en même temps qu'elle ne permet pas de ranger Friedrich Hölderlin auprès des premiers romantiques de Iéna, dans la mesure où les « modernes » romantiques vont quitter la référence à la Grèce antique, des romantiques que cependant Hölderlin côtoie.
Philosophiquement, Hölderlin occupe une place à part dans l'idéalisme allemand dont il participe à côté de Hegel et de Schelling.
C'est au XXe siècle qu'on reconnaîtra l'importance de Hölderlin, qui avait été assez mal compris de son temps. Sa réception au vingtième siècle constitue de fait un long chapitre en soi, que la postérité n'a pas fini d'écrire. En France, Hölderlin est d'abord reçu par les surréalistes à travers le mythe « romantique » du « poète fou », tandis qu'à partir des années 1960, sa réception par les intellectuels français  passe massivement par celle de Heidegger.",Friedrich Hölderlin 1770 1843 poète philosophe période classico romantique Allemagne enracine second moitié xviii siècle poursuivre xix siècle romantique il figure majeur ce époque littérature allemand certaine tradition culturel faire rayonner autour nom figure emblématique Goethe époque littéraire dire goethezeit toutefois grèce Hölderlin original diffèr modèle grec classique auquel retourner Goethe Schiller Weimar temps permettre ranger Friedrich Hölderlin auprès premier romantique Iéna mesure où moderne romantique aller quitter référence Grèce antique romantique cependant Hölderlin côtoi philosophiquement Hölderlin occupe place part idéalisme allemand dont participe côté Hegel Schelling xx siècle reconnaître importance Hölderlin assez mal compris temps son réception vingtième siècle constitue fait long chapitre soi postérité avoir finir écrir en France Hölderlin abord recevoir surréaliste travers mythe romantique poète fou tandis partir année 1960 réception intellectuel français passer massivemer celui Heidegger,6
160,Willem Jacobszoon Hofdijk,romantique,"Willem Jacobszoon Hofdijk (souvent abrégé en W.J. Hofdijk) est un écrivain et historien romantique néerlandais, né le 27 juin 1816 à Alkmaar et mort le 29 août 1888 à Arnhem. Son genre de prédilection est le roman historique, dont Ons Voorgeslacht reste son œuvre la plus marquante.",Willem Jacobszoon Hofdijk souvent abréger Hofdijk écrivain historien romantique néerlandais naître 27 juin 1816 alkmaar mort 29 août 1888 Arnhem son genre prédilection roman historique dont Ons Voorgeslacht reste œuvre plus marquant,6
161,Ernst Theodor Amadeus Hoffmann,romantique,"Ernst Theodor Amadeus Hoffmann [ɛʁnst ˈteːodoːɐ̯ amaˈdeːʊs ˈhɔfˌman], né Ernst Theodor Wilhelm Hoffmann le 24 janvier 1776 à Königsberg, en province de Prusse-Orientale, et mort le 25 juin 1822 à Berlin (à l'âge de 46 ans), est un écrivain romantique et un compositeur, également dessinateur et juriste prussien.
Juriste de formation, Hoffmann sert dans l'administration prussienne de 1796 à 1806, puis de 1814 à sa mort. Également dessinateur et peintre, son indépendance d'esprit et son goût de la satire lui valent à plusieurs reprises de sérieux ennuis auprès de ses supérieurs hiérarchiques, qu'il n'hésite pas à caricaturer.
C'est surtout en raison de son activité littéraire que Hoffmann est célèbre. Connu sous le nom d'« E. T. A. Hoffmann », il est l'auteur de nombreux contes (Märchen en allemand) comme : L'Homme au sable, Les Mines de Falun ou Casse-Noisette et le Roi des souris et de plusieurs romans, dont son œuvre principale Le Chat Murr. Il devient alors, dès les années 1820, l'une des illustres figures du romantisme allemand et il inspire de nombreux artistes, en Europe comme dans le reste du monde. Par exemple, Jacques Offenbach écrit l'opéra fantastique en cinq actes Les Contes d'Hoffmann en s'inspirant de l'univers du romantique allemand.
Également passionné de musique, il abandonne son troisième prénom, « Wilhelm », pour celui d'« Amadeus » en hommage à Mozart, son modèle, et devient critique musical, puis compositeur. Il est ainsi l'auteur de plusieurs opéras, en particulier Ondine, qui est tiré d'un conte de son ami Friedrich de La Motte-Fouqué, ainsi que d'œuvres vocales et instrumentales.",Ernst Theodor Amadeus Hoffmann ɛʁnst amaˈdeːʊ ˈhɔfˌman naître Ernst Theodor Wilhelm Hoffmann 24 janvier 1776 Königsberg province Prusse Orientale mourir 25 juin 1822 Berlin âge 46 an écrivain romantique compositeur également dessinateur juriste prussien juriste formation Hoffmann servir administration prussien 1796 1806 puis 1814 mort également dessinateur peintr indépendance esprit goût satire valoir plusieurs reprise sérieux ennui auprès supérieur hiérarchique hésite caricaturer surtout raison activité littéraire Hoffmann célèbre connaître sous nom Hoffmann auteur nombreux conte märchen allemand comme homme sable le Mines Falun roi souris plusieurs roman dont œuvre principal le chat murr il devenir alors dès année 1820 illustre figure romantisme allemand inspire nombreux artiste Europe comme reste monde par exemple Jacques Offenbach écrire opéra fantastique cinq acte le conte Hoffmann inspirer univers romantique allemand également passionner musique abandonne troisième prénom Wilhelm celui Amadeus hommage Mozart modèle devenir critique musical puis compositeur il ainsi auteur plusieurs opéra particulier ondin tirer conte ami Friedrich le Motte Fouqué ainsi œuvre vocal instrumental,6
